name,url
fr_nutri_score,https://plot.ly/~inutile/10/
uk_nutri_score,https://plot.ly/~inutile/15/
nova_group,https://plot.ly/~inutile/6/
additives,https://plot.ly/~inutile/8/
nutrients,https://plot.ly/~inutile/21/
